SMILES,YM,rho,Cp,Td,Tg,Tm,NAME,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
[*]Oc1cc(-c2cccc(-c3ccc4nc([*])sc4c3)n2)ccc1-c1ccc2nc(-c3ccccc3)sc2c1,2592.3784,1.3021196,1.1550575,720.15936,499.59454,604.1704,"Polymer derived from aromatic unit, containing no major functional groups",511.631,7.9867,47.9,0,6,5
[*]c1ccc(-c2ccc(N=Nc3ccc(S(=O)(=O)c4ccc(N=Nc5ccc(-c6ccc(-c7c8c(c([*])c9ccccc79)C(=O)N(C(F)(F)F)C8=O)cc6)cc5)cc4[N+](=O)[O-])c([N+](=O)[O-])c3)cc2)cc1,1999.222,1.2700126,1.179171,717.4753,527.7386,590.6056,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",929.849,11.7858,207.24,0,12,11
[*]OC(=O)c1cc2c(cc1Cl)C(=O)N(c1ccc(-c3c(C)cc(C)c(N4C(=O)c5cc([*])c(Cl)cc5C4=O)c3C)s1)C2=O,2210.726,1.3297694,1.1819329,712.69495,560.4864,627.58636,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",603.439,6.04406,101.06,0,7,4
[*]c1ccc(NC(=O)c2cc(-c3cc4ccccc4cc3-c3ccc4c(c3)C(=O)N([*])C4=O)ccc2C)cc1,1774.4827,1.2675793,1.2100976,762.8445,530.36945,607.80743,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",480.523,5.96942,66.48,1,3,4
[*]CCc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc4c(c3)C(=O)N(CC[*])C4=O)c(C(=O)C34CC5CC(CC(C5)C3)C4)c1)C2=O,2148.9133,1.2402725,1.2365779,764.32056,560.02545,640.75635,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",584.672,6.627,91.83,0,5,8
[*]CCCCCCCOc1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(CCC[*])cc2)C3=O)cc1Br,2112.2595,1.3052909,1.269657,699.69867,473.671,582.03564,"Polyamide derived from aromatic unit, containing amide, ketone",532.478,8.1138,46.61,0,3,13
[*]c1c(C)cc(C2CCC(c3c(C)cc(N4C(=O)c5ccc(-c6c(C)cc(-c7cccc8c7C(=O)N([*])C8=O)cc6C)cc5C4=O)cc3C)CC2)cc1C,1900.9647,1.2357801,1.2881466,755.3734,556.86304,619.3127,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",684.836,9.34802,74.76,0,4,5
[*]Oc1ccc(N=Cc2ccc(-c3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(N=Cc7ccc(-c8ccc([*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,2295.5967,1.1991546,1.1926782,714.193,454.1029,568.49414,"Polymer derived from aromatic unit, containing no major functional groups",721.86,12.7494,55.54,0,5,12
[*]c1ccc(C(C)=Nc2ccc(OCCCCCC[N+](C)(C)c3ccc(N=C(C)c4ccc(-c5ccc6c(c5)c5ccccc5n6[*])cc4)cc3)cc2)cc1,2329.1162,1.1979929,1.2638123,659.0302,434.30936,521.8547,"Polymer derived from aromatic unit, containing no major functional groups",695.931,11.4362,38.88,0,4,14
[*]c1ccc(N2C(=O)c3ccc(-c4c5c(c([*])c6ccccc46)C(=O)N(c4ccc(Nc6ccc(Cl)cc6)cc4)C5=O)cc3C2=O)cc1,2221.6982,1.2904397,1.1658597,828.61237,615.05023,714.1383,"Polyimide derived from aromatic unit, containing amide, imide, ketone",618.048,6.8542,86.79,1,5,5
[*]Oc1c(C)cc(-c2ccc(S(=O)(=O)c3ccc(-c4c(C)cc(-c5ccc(C6CCC(c7ccc8nc([*])cnc8c7)CC6C)cc5)cc4C)cc3)cc2)cc1C,2043.4515,1.1902028,1.2392302,685.99176,519.7122,571.6927,"Polysulfone derived from organic repeating unit, containing sulfone",740.969,11.40238,69.15,0,5,8
[*]N1CCCC1OC(=O)CN1CCCC1c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(C1CCCN1[*])C3=O)C2=O,1840.5175,1.2260872,1.2244078,635.4459,452.789,530.55237,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",555.591,2.5357,110.78,0,9,6
[*]Oc1ccc(-c2cc(OC)cc(C([*])=O)c2)cc1CC,1070.3998,1.321606,1.2887797,735.73425,429.702,577.17126,"Polymer derived from aromatic unit, containing no major functional groups",254.285,3.4572,35.53,0,3,5
[*]CCCCCOc1ccc(CCCNC(=O)C[*])cc1,1544.8757,1.1337296,1.4367298,660.29944,334.05936,501.34213,"Polyamide derived from aromatic unit, containing amide, ketone",261.365,3.2197,38.33,1,2,11
[*]OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc(C([*])=O)cc2)cc1,2836.1504,1.4409648,1.2889277,653.6072,390.08008,589.8751,"Polyphosphonate derived from aromatic unit, containing phosphonate",352.282,5.0899,61.83,0,5,7
[*]c1ccc(-c2cc(C)c(-c3ccc(C4(N5C(=O)c6cccc(-c7ccc([*])cc7)c6C5=O)CC5CC4C4CCCC54)cc3)c(C)c2)cc1,1977.1522,1.2226626,1.2421544,757.77655,559.9932,632.73285,"Polymer derived from aromatic unit, containing no major functional groups",611.785,8.60124,37.38,0,2,5
[*]C(=O)c1cnnc(Oc2ccc(OCCCCCCCCCC[Si]([*])(C)C)cc2[N+](=O)[O-])n1,1893.2167,1.1584027,1.28779,617.97577,334.911,428.76904,"Polymer derived from aliphatic diol-derived unit, containing no major functional groups",458.591,5.5156,117.34,0,8,16
[*]CCCCCCC1CCC(c2ccc3c(c2)C(=O)N(c2cc(OC4CCC(CCC[*])C(C)C4)cc(-c4nc5ccccc5[nH]4)c2)C3=O)C(C)C1,2078.4556,1.1045244,1.3896941,695.206,480.1442,553.48663,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",671.926,11.3998,75.29,1,4,14
[*]c1c(Br)cc(NC2(c3cc(Br)c(-c4cc(-c5cc(Br)c([*])c(Br)c5)ccc4O)c(Br)c3)CCCCC2)cc1Br,2106.078,1.7618505,1.8196965,613.04297,481.1377,547.65247,"Polymer derived from organic repeating unit, containing no major functional groups",890.928,10.9219,32.26,2,2,5
[*]OS(=O)(=O)c1ccc(OS(=O)(=O)c2ccc(-c3ccc([Si](C)(C)c4ccc(OS(=O)(=O)c5ccc(OS(=O)(=O)c6ccc(-c7ccc([*])cc7)cc6)cc5)cc4)cc3)cc2)cc1,1993.0413,1.3859472,1.4743874,636.7311,412.8473,481.17395,"Polysulfone derived from aromatic unit, containing sulfone",911.098,6.4905,173.48,0,12,15
[*]N1C(=O)c2ccc(-c3ccc(-c4cc(C(c5ccc6c(c5)C(=O)N([*])C6=O)C(F)(F)F)ccc4-c4cccc(C)c4)cc3C)cc2C1=O,1780.2201,1.3182627,1.3033274,724.0783,571.6441,633.084,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",628.606,8.11924,74.76,0,4,5
[*]OC(=O)c1nc2cc(-c3ccc([*])cc3)ccc2nc1-c1ccc2[nH]c(-c3ccccc3)nc2c1,2654.105,1.2822685,1.1290419,754.82733,532.8155,637.087,"Polymer derived from carbonyl-containing unit, containing no major functional groups",440.462,5.3028,80.76,1,5,4
[*]Nc1cccc(-c2cc(-c3cc(-c4ccc(C)cc4)cc(C4CCC(c5ccc(C)cc5)CC4)c3)c([*])s2)c1,1866.9303,1.3784754,1.2534633,667.65,435.2717,554.9167,"Polymer derived from aromatic unit, containing no major functional groups",511.734,9.85814,12.03,1,2,6
[*]c1ccc(-c2csc(-c3cc(-c4cc(-c5cc(C)c([*])cc5C)cs4)cs3)c2)cc1,1947.1838,1.1975218,1.0362177,675.0074,479.5381,557.5931,"Polymer derived from aromatic unit, containing no major functional groups",426.631,7.50514,0,0,3,4
[*]Oc1ccc(C(=O)NNC(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc([*])nc3)C4=O)c(O)c2)s1,2191.252,1.3353596,1.2097498,658.39276,543.8048,614.50073,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",498.476,2.4088,137.93,3,8,5
[*]c1ccc(C=Nc2ccc(-c3cccc(N4C(=O)c5ccc(N6C(=O)c7ccc(-c8ccc(-c9ccc([*])cc9)cc8)cc7C6=O)cc5C4=O)c3)cc2)cc1,2203.1123,1.329197,1.3058418,829.592,548.0691,671.6199,"Polyimide derived from aromatic diacid-derived unit, containing imide",697.75,8.3886,87.12,0,5,7
[*]c1ccc(Nc2nc3ccc(-c4ccc(N=Cc5ccc(-c6ccc(-c7ccc([*])cc7)cc6)cc5)cc4)cc3o2)cc1,2503.701,1.2608415,1.1299185,785.05475,536.4336,661.74646,"Polymer derived from aromatic unit, containing no major functional groups",539.638,8.6722,50.42,1,4,7
[*]N1C(=O)CC(c2cc(-c3ccc(-c4cccc(-c5nc6ccccc6[nH]5)c4C#N)cc3)cc(C3CC(=O)N([*])C3=O)c2)C1=O,2105.1748,1.2541566,1.17096,662.3931,478.80017,547.49133,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",563.573,5.04918,127.23,1,6,5
[*]OP(=O)(N=Nc1ccc(-c2ccc(N=NP(=O)(OC)OC3CCC(c4ccc(-c5ccc(-c6ccc(N=NP(=O)(O[*])OC)cc6)cc5)cc4)CC3)cc2)cc1)OC,2208.6663,1.3616527,1.4781066,563.9584,344.99695,449.58752,"Polyphosphonate derived from aromatic unit, containing phosphonate",828.696,13.907,180.75,0,12,17
[*]OC(=O)CCc1ccc(-c2c(Br)cc(-c3cc(Br)c([*])c(Br)c3)cc2Br)cc1,1799.7483,1.7320832,1.6666462,652.9166,485.40707,587.16864,"Polymer derived from aromatic unit, containing ketone",615.941,7.1853,26.3,0,2,5
[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1ccc4ccccc4c1-c1cccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)c5c4C4c6ccccc6C5c5ccccc54)c1)C3=O)C2=O,2203.351,1.3391637,1.3148553,789.01917,552.44366,644.2483,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",889.923,9.912,112.14,0,6,5
[*]c1cccc(-c2cccc(Nc3cccc(-c4ccc(N=CCCCC=Nc5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)c3)c2)n1,2188.5464,1.2903136,1.2646964,703.0177,493.00668,572.9742,"Polyamide derived from aromatic unit, containing amide, ketone",637.743,9.3362,87.02,1,6,11
[*]OC(=O)c1cc(-c2c(Br)cc([*])cc2-c2ccccc2)n(-c2ccccc2)n1,1991.8523,1.4491161,1.3007138,712.9727,452.15765,547.6996,"Polymer derived from aromatic unit, containing no major functional groups",417.262,4.7645,44.12,0,4,4
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc5oc(N6C(=O)c7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7C6=O)nc5c4)cc3)cc1)C2=O,2154.0732,1.4111475,1.3661273,819.6752,599.2834,727.7043,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",720.653,6.0381,147.4,0,9,6
[*]c1ccc(-c2cc(C)c(-c3cccc(C(C)(C)c4c(C)cc(-c5cccc6c5C(=O)N([*])C6=O)cc4C)c3)c(C)c2)cc1,1876.4425,1.1776186,1.2982144,765.5103,540.88184,604.19366,"Polyamide derived from aromatic unit, containing amide, ketone",547.698,8.48208,37.38,0,2,5
[*]c1cc(-c2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(CC)cc5)cc4)cc3)cc2)c(-c2cccc(-c3ccc4c(c3)C(=O)N([*])C4=O)c2)cc1C,1869.4856,1.2862929,1.2525692,734.82666,533.978,600.9252,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",771.916,9.12592,105.66,0,6,9
[*]CC([*])C1=C(Oc2ccc(-c3ccc4nc(-c5ccc(-c6ccc(-c7ccccc7)s6)s5)oc(=O)c4c3)cc2)C=CC(Br)C1,2197.53125,1.3651992,1.304486,634.2642,428.01105,592.4813,"Polymer derived from organic repeating unit, containing no major functional groups",662.63,10.6407,52.33,0,6,8
[*]c1nc2cc(N3C(=O)c4ccc(-c5nc6ccc(C(=O)OC7CC(=O)N([*])C7=O)cc6o5)cc4C3=O)ccc2o1,2068.7666,1.3341779,1.1786628,694.9342,488.68066,575.8347,"Polyimide derived from carbonyl-containing unit, containing amide, ester, imide, ketone",520.413,2.3598,153.12,0,10,4
[*]c1ccc(-c2ccc(OC3CCC(c4cccc(-c5cccc([*])c5)c4)C(C)C3)cc2)cc1,1980.9548,1.1831323,1.2815045,706.9021,473.59143,550.38745,"Polymer derived from aromatic unit, containing no major functional groups",416.564,6.721,9.23,0,1,5
[*]Nc1ccc(Cc2ccc(-c3ccc(CC)c(-c4ccc([*])s4)c3)cc2C)cc1,1957.2783,1.2505523,1.2454988,721.6586,447.2669,560.4238,"Polymer derived from aromatic unit, containing no major functional groups",381.544,6.59452,12.03,1,2,6
[*]C(=O)NNC(=O)c1ccc2ccccc2c1Nc1ccc2ccccc2c1-c1ccc([*])cc1,1874.6495,1.2520112,1.1535034,671.83575,458.00797,565.6728,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",429.479,5.4819,70.23,3,3,4
[*]C(F)(F)c1ccc2ncc(-c3cccc(-c4cccc(-c5c(Cl)c(Cl)c(C6(F)C(F)(F)C([*])(F)C(F)(F)C(F)(F)C6(F)F)c(Cl)c5Cl)n4)n3)nc2c1,1821.9362,1.5498884,1.58847,650.555,447.3446,518.42285,"Polymer derived from aromatic unit, containing no major functional groups",808.237,11.5677,51.56,0,4,5
[*]c1cccc(-c2ccc(N=Cc3ccc(-c4ccc(-c5cc(C)c(-c6ccc(N=Cc7ccc(-c8ccc9c(c8)C(=O)N([*])C9=O)cc7)cc6)cc5C)c(C)c4)cc3)cc2)c1C,1688.0662,1.2379488,1.2240931,720.9825,539.2984,612.48083,"Polyamide derived from aromatic unit, containing amide, ketone",787.963,12.99138,62.1,0,4,9
[*]c1nnc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)cc2-c2nnc([*])o2)C3=O)o1,2016.1008,1.3075746,1.2298443,714.60254,529.2287,622.681,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",598.491,5.0523,192.31,0,13,8
[*]c1ccc(-c2cccc(C(C)(C)N3C(=O)c4cccc(C(C)(C)c5c(C)cc(-c6cccc7c6C(=O)N([*])C7=O)cc5C)c4C3=O)c2)cc1,1587.8567,1.1908793,1.2874938,760.7655,540.3568,608.0341,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",630.744,7.72954,74.76,0,4,6
[*]c1cccc(Nc2cccc(Oc3cccc(-c4nc5cc([*])ccc5[nH]4)c3)c2)c1,2386.534,1.2995976,1.1934445,709.12585,459.51254,508.3342,"Polymer derived from aromatic unit, containing no major functional groups",375.431,5.115,49.94,2,3,5
[*]OCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(c4nc6cc([*])ccc6[nH]4)C5=O)cc3C)cc2C1=O,1999.3695,1.2673836,1.1839039,689.32886,523.0044,606.23553,"Polyimide derived from aliphatic diol-derived unit, containing amide, imide, ketone",554.562,4.64752,112.67,1,6,7
[*]C(=O)c1cc(C)c(-c2cccc(-c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(-c5c(C)cc(N6C(=O)c7cccc(C([*])=O)c7C6=O)cc5C)cc4)cc3)c2)c(C)c1,2190.7734,1.2152908,1.3010194,762.5315,543.99554,625.3169,"Polymer derived from aromatic diacid-derived unit, containing no major functional groups",820.033,9.47828,71.52,0,4,10
[*]Oc1cccc(Oc2ccc(-c3ccc(-c4ccc(C([*])=S)cc4)cc3)c(C)c2)c1,1748.4679,1.2554966,1.2673997,669.7992,410.7481,495.76822,"Polymer derived from aromatic unit, containing no major functional groups",394.495,7.18922,18.46,0,3,6
[*]c1ccc2[nH]c(Sc3ccc(NC(=O)c4nc5cc([*])ccc5[nH]4)cc3)nc2c1,2604.686,1.2666082,1.071042,695.28076,535.71954,581.9396,"Polyamide derived from aromatic unit, containing amide",383.436,3.1919,86.46,3,4,4
[*]SC(=O)c1ccc(-c2cc(CCCCCCCCCCCCCC)c(-c3cc(CCCCCCCCCCCCCC)c([*])s3)s2)cc1,541.3602,1.1702033,1.3363131,579.7951,296.93182,398.6128,"Polymer derived from aromatic unit, containing no major functional groups",693.185,15.1431,17.07,0,4,29
[*]CC1CC(C(=O)O)C=C(C)C1NC(=O)c1ccc2c(c1)C(=O)N(C[*])C2=O,1838.594,1.1974239,1.2158159,613.4709,442.27774,534.16125,"Polyimide derived from aromatic diacid-derived unit, containing amide, ester, imide, ketone",354.362,1.5224,103.78,2,4,5
[*]N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)cc5C)c(C)c3)C4=O)cc2C1=O,1840.3168,1.3893425,1.4095155,831.5969,576.2281,672.32776,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",760.718,5.69274,152.9,0,10,5
[*]N1C(=O)c2ccc(-c3ccc(-c4ccc(OC)cc4)c(C4CC(C)(C)CC(C)(c5ccc6c(c5)C(=O)N([*])C6=O)C4)c3)cc2C1=O,2040.1603,1.238136,1.2262121,758.9663,536.50244,616.95337,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",596.683,7.4014,83.99,0,5,5
[*]C(=O)c1cc(-c2ccc3c(c2)C(=O)N(c2nc4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4s2)C3=O)ccc1C(F)(F)F,2355.9922,1.4018109,1.3628094,769.41693,589.6097,682.2192,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",595.514,6.1995,104.72,0,7,4
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3cccc4c(N5C(=O)c6ccc([*])cc6C5=O)cccc34)c(-c3cccc4c(C(C)(C)C)cccc34)c1)C2=O,2565.5413,1.3453948,1.2510463,811.6371,577.72595,689.3621,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",674.756,8.5749,74.76,0,4,4
[*]Nc1cc([N+](=O)[O-])c(-c2ccccc2-c2ccc([*])cc2)cc1-c1ccccc1CCC,1694.7997,1.1836627,1.2102239,685.05035,430.1769,516.8004,"Polymer derived from aromatic unit, containing no major functional groups",406.485,6.5991,55.17,1,3,7
[*]Oc1ccc(Nc2ccc([*])cc2)cc1OCCCC,2155.7075,1.2647762,1.3396518,658.94226,400.2043,518.14435,"Polymer derived from aromatic unit, containing no major functional groups",255.317,3.6268,30.49,1,3,7
[*]Oc1nc2ccc(-c3ccc4nc(-c5ccc(C(=O)O)o5)c(C(=O)O)nc4c3)cc2nc1[*],2357.492,1.2913345,1.1885583,711.6959,534.5912,607.8636,"Polyester derived from carbonyl-containing unit, containing ester, ketone",426.344,2.9141,148.53,2,8,5
[*]Oc1ccc(N=Nc2ccc(C)cc2)c(C(=O)Oc2ccc(N=Nc3ccc(C)cc3)c(-c3ccc([*])cc3)c2)c1,2904.6187,1.2512424,1.2340555,708.9932,455.06274,567.08655,"Polyester derived from aromatic unit, containing ester, ketone",524.58,9.03814,84.97,0,7,8
[*]c1nc2cc(-n3c(-c4ccc(-c5cccc(-c6ccc(N=Cc7ccc(-c8ccc(N=Cc9ccc(-n%10c([*])nc%11ccccc%11%10)cc9)cc8)cc7)cc6)c5)cc4)nc4ccccc43)ccc2[nH]1,2277.948,1.2761339,1.2870568,750.5709,544.40936,650.43445,"Polymer derived from organic repeating unit, containing no major functional groups",859.009,12.7591,89.04,1,7,10
[*]c1ccc2c(c1)C(=O)N(c1ccc(C34CC5CC(CC(C5)C3)C4)cc1N1C(=O)c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3C1=O)C2=O,2094.777,1.3695651,1.3138913,804.988,580.37085,667.5304,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",714.69,3.4576,152.9,0,10,4
[*]c1cccc(C2CCC(c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3N=Nc3ccc([N+](=O)[O-])cc3)CC2C)c1,1904.9662,1.271071,1.1922064,663.9673,462.3024,548.11365,"Polymer derived from aromatic unit, containing no major functional groups",547.499,8.7414,67.86,0,4,6
[*]OS(=O)(=O)c1cccc(Nc2cc3c(cc2-c2cccc4c(-c5ccc(C=Nc6ccc([*])cc6)cc5)cccc24)C(=O)N(c2ccccc2)C3=O)c1,2152.1975,1.30092,1.2412783,671.46204,494.78214,576.1001,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",697.772,8.8128,105.14,1,7,9
[*]c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(-c3ccc4nc5c6cccc7c(Nc8ccc(N9C(=O)c%10cc%11c(cc%10C9=O)C9(CC%11(C)C)CC(C)(C)c%10cc%11oc%12cc%13c(=O)n([*])c(=O)c%13cc%12oc%11cc%109)cc8)ccc(c(=O)n5c4c3)c76)cc21,2143.808,1.1944414,1.1482383,752.1123,560.661,666.9195,"Polymer derived from aromatic unit, containing no major functional groups",1152.32,14.755,149.13,1,11,4
[*]Cc1ccc2c(c1)C(=O)N(c1c(C)cc(-c3c(C)cc(-c4ccc(-c5c(C)cc(-c6ccc(S(=O)(=O)c7ccc([*])cc7)cc6)c(Br)c5C)cc4)c(Br)c3C)c(Br)c1C)C2=O,1703.1803,1.4343466,1.4992435,699.2837,564.07214,633.1056,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",1000.647,13.34992,71.52,0,4,8
[*]Oc1cc(C(=O)N2COCN2[*])ccc1N1C(=O)c2ccc(-c3ccccc3)cc2C1=O,1803.9364,1.2789509,1.2370678,660.7627,491.94052,578.89307,"Polyamide derived from aromatic unit, containing amide, ether, ketone",413.389,3.066,79.39,0,6,4
[*]OC1(OC2(OC([*])=O)CC3CCC2C3)CC2CCC1C2,1615.3114,1.0811635,1.173189,656.05566,431.03973,532.76465,"Polymer derived from organic repeating unit, containing no major functional groups",264.321,3.2024,44.76,0,4,4
[*]Oc1cccc2c(Oc3cccc(P(=O)(c4ccccc4)c4cccc(Nc5ccc([*])cc5)c4)c3)cccc12,2390.324,1.2802255,1.2686312,765.20264,493.3668,586.63385,"Polyphosphonate derived from aromatic unit, containing phosphonate",525.544,7.0328,47.56,1,4,8
[*]C(=O)c1ccc(N=Nc2ccc(N(C)C)c(-c3ccc(N=Nc4ccc(-c5ccc([N+](=O)[O-])cc5)c(C([*])=O)c4)cc3)c2)cc1,2406.452,1.2845517,1.2388085,705.7534,518.31287,581.31757,"Polymer derived from aromatic unit, containing no major functional groups",580.604,9.2046,129.96,0,9,10
[*]OC(=O)c1ccc(-c2ccc(-c3ccc(S(=O)(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4)cc3)cc2)cc1,1993.2402,1.2921463,1.2321016,719.6251,550.53345,620.08966,"Polysulfone derived from aromatic diacid-derived unit, containing amide, ketone, sulfone",557.583,6.2018,97.82,0,6,6
[*]c1ccc(N2C(=O)c3ccc(-c4cc(C(C)Cc5ccccc5)c([*])cc4-c4ccccc4)cc3C2=O)cc1,2021.0247,1.277284,1.2749166,683.8883,526.4108,631.5369,"Polymer derived from aromatic unit, containing no major functional groups",491.59,6.5166,37.38,0,2,6
[*]C(=O)CCCC(=O)N1C(=O)c2ccc(CN3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C1=O,1928.3289,1.3343581,1.2333908,636.61694,532.0471,606.55194,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",547.479,2.5789,146.28,0,8,7
[*]c1nc(NC2CCN(C3CCC(C)(N4CCCCC4)CC3)CC2)nc(-c2cc([*])[nH]n2)n1,2053.0002,1.1966958,1.1843898,606.40454,377.9814,467.33655,"Polymer derived from organic repeating unit, containing no major functional groups",422.581,1.6744,85.86,2,7,5
[*]Oc1ccc(Br)cc1-c1ccc(-c2cc(-c3ccccc3)nc(C([*])(C(F)(F)F)C(F)(F)F)c2)cc1,1707.437,1.4763051,1.4518319,742.33344,490.23694,576.7683,"Polymer derived from aromatic unit, containing no major functional groups",550.296,8.5574,22.12,0,2,5
[*]Nc1cc(-c2ccc(-c3ccccc3-c3ccc4c(c3)C(=O)N([*])C4=O)cc2)cc(-c2ccc([N+](=O)[O-])cc2)c1,2009.1302,1.3257071,1.211366,616.05774,488.01468,567.62476,"Polyamide derived from aromatic unit, containing amide, ketone",509.521,7.1993,92.55,1,5,6
[*]CCCc1c2c(c(-c3cc(-c4ccc(Cl)cc4)ccc3C)c3ccccc13)C(=O)N(c1cc(OC(=O)CC[*])ccc1C)C2=O,1738.8192,1.220197,1.0938718,750.4858,514.1961,606.75867,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",600.114,9.40794,63.68,0,4,9
[*]CCCCOc1cc(Oc2cc(OC[*])ccc2N=Nc2ccc(C)cc2)ccc1N=Nc1ccc(C)cc1,2502.787,1.2013406,1.204816,621.33417,381.0745,481.95267,"Polymer derived from aromatic unit, containing no major functional groups",506.606,9.93874,77.13,0,7,13
[*]c1ccc(C(=O)c2ccc(C3(c4ccc(-c5cccc(OC(C)C)c5)cc4)c4cc(-c5ccc([*])cc5)ccc4-c4ccc([N+](=O)[O-])cc43)cc2)cc1,2685.0579,1.2547998,1.2873019,704.8759,521.5399,621.6693,"Polymer derived from aromatic unit, containing no major functional groups",675.784,9.6593,69.44,0,4,9
[*]c1nc(Oc2cccc(-c3ccc(C(=C(Cl)Cl)c4ccc(C5OC(=O)NC5(C)C)cc4)cc3)c2)nc(-c2ccc3c(c2)C(=O)N([*])C3=O)n1,2286.4207,1.3383818,1.3166273,717.78577,496.81012,580.7402,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",676.516,6.9868,123.61,1,8,7
[*]c1ccc(C2C=C(C)C(c3ccc(Nc4ccc([*])cc4C)cc3C)C(c3c(F)c(F)c(F)c(F)c3F)C2)cc1,1960.2028,1.3150784,1.28932,655.17065,476.91068,569.17194,"Polymer derived from aromatic unit, containing no major functional groups",531.568,8.09294,12.03,1,1,5
[*]c1ccc(-c2cc(Cl)c(-c3cc(-c4ccc5c(c4)c(N=Nc4ccc([N+](=O)[O-])cc4-c4cc(-c6ccccc6)ccc4C)cn5[*])ccc3C)c(Cl)c2)cc1,2202.5176,1.2786742,1.2179589,707.9155,512.42694,598.8636,"Polymer derived from aromatic unit, containing no major functional groups",741.678,13.71054,72.79,0,5,8
[*]Oc1c(C)cc(-c2cccc(-c3cc(C)c(N4C(=O)c5ccc(-c6cccc([*])c6C)cc5C4=O)c(C)c3)c2)cc1C,1840.4694,1.2463992,1.3399056,766.60974,539.04675,616.7633,"Polymer derived from carbonyl-containing unit, containing no major functional groups",535.643,8.048,46.61,0,3,5
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(C4(c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(C([*])(C(F)(F)F)C(F)(F)F)c(F)c6)C7=O)cc5)c5ccccc5-c5ccccc54)cc3)cc1)C2=O,1966.8131,1.3635976,1.2721449,805.78766,600.3357,684.01556,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",926.844,12.1678,74.76,0,4,7
[*]Oc1ccc(-c2ccc(C(C)(C)C)c(C(C)(C)C)c2)cc1-n1c(=O)c2c(F)c3c(=O)n([*])c(=O)c3c(F)c2c1=O,1800.1256,1.3084769,1.2612553,834.62146,559.1716,658.67566,"Polymer derived from aromatic unit, containing no major functional groups",530.527,4.5973,87.37,0,7,3
