SMILES,Tg,PID,Polymer Class,Tensile_Strength,Elastic_Modulus
*C(=O)c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(C(=O)c5ccc6nc(*)ccc6c5)cc4)c(C)c3C)c(C)c2C)cc1,250.0,P372104,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",163.19,6.41
*CCOCCOc1ccc(N/C=N/c2ccc(O*)cc2)cc1,62.0,P372108,"Polyoxides/ethers/acetals, Polyimines",60.12,2.48
*CCOCCOC(=O)c1ccc(N/C=N/c2ccc(C(=O)O*)cc2)cc1,77.0,P372109,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines",59.68,2.46
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,117.0,P372111,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates",79.6,3.05
*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,145.0,P372112,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates",119.99,5.03
*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)c1,177.0,P372113,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",106.02,4.35
*Oc1ccccc1Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,171.0,P372114,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",104.02,4.16
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(-c5ccc(S(=O)(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,267.0,P372115,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",148.45,6.29
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,251.0,P372116,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",141.92,6.26
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,160.0,P372117,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",132.77,5.72
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)c2)cc1,145.0,P372118,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",121.8,5.5
*C(=O)Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc(*)nc5)cc4)cc3)cc2)cc1,170.0,P372119,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyimines, Polyketones/thioketones",131.16,5.51
*Oc1cccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,126.0,P372120,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",116.69,5.35
*Oc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)c2)c1,114.0,P372121,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",116.46,5.55
*C(=O)Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(NC(=O)c5ccc(*)nc5)c4)cc3)cc2)c1,154.0,P372122,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyimines, Polyketones/thioketones",130.27,4.96
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,241.0,P372123,"Polyoxides/ethers/acetals, Polyimines",164.16,6.51
*c1ccc(Oc2ccc(Oc3ccc(-c4nc(*)nc(-c5ccccc5)n4)cc3)cc2)cc1,244.0,P372124,"Polyoxides/ethers/acetals, Polyimines",134.43,5.7
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,228.0,P372125,"Polyoxides/ethers/acetals, Polyimines",159.69,6.14
*c1ccc(Oc2ccc3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3c2)cc1,255.0,P372126,"Polyoxides/ethers/acetals, Polyimines",161.38,6.77
*c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,211.0,P372127,"Polyoxides/ethers/acetals, Polysulfides, Polyimines",148.48,5.89
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,203.0,P372128,"Polyoxides/ethers/acetals, Polyimines",155.13,5.88
*c1ccc(Oc2ccc(C(c3ccccc3)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,261.0,P372129,"Polyoxides/ethers/acetals, Polyimines",176.26,8.9
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,88.0,P372130,"Polyoxides/ethers/acetals, Polyesters/thioesters",85.64,3.36
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccncc5)cc(C(=O)Nc5ccc(*)cc5)c4)cc3)cc2)cc1,283.0,P372131,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides",163.08,6.99
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(*)cc5)c4)cc3)cc2)cc1,260.0,P372132,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides",142.7,5.55
*Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,305.0,P372133,"Polyoxides/ethers/acetals, Polyamides/thioamides",141.31,5.48
*Oc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,187.0,P372134,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",136.22,5.18
*Oc1ccc(C(=O)c2cccc(NC(=O)c3ccc(C(=O)Nc4cccc(C(=O)c5ccc(*)cc5)c4)cc3)c2)cc1,189.0,P372136,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",141.23,5.76
*Oc1ccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,224.0,P372137,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",162.64,6.54
*Oc1ccc(Oc2ccc(C(=O)c3cccc(NC(=O)c4ccc(C(=O)Nc5cccc(C(=O)c6ccc(*)cc6)c5)cc4)c3)cc2)cc1,210.0,P372138,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",161.69,6.15
*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)c1,190.0,P372139,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",158.04,6.07
*Oc1ccc(C(=O)c2ccc(NC(=O)c3cccc(C(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)c3)cc2)cc1,214.0,P372140,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",147.0,5.62
*Oc1ccc(C(=O)c2cccc(NC(=O)c3cccc(C(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)c3)c2)cc1,204.0,P372141,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",142.81,5.23
*Oc1ccc(C(=O)c2cccc(NC(=O)c3cccc(C(=O)Nc4cccc(C(=O)c5ccc(*)cc5)c4)c3)c2)cc1,191.0,P372142,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",139.84,5.64
*Oc1ccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)c4)cc3)cc2)cc1,198.0,P372143,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",151.95,6.61
*Oc1ccc(Oc2ccc(C(=O)c3cccc(NC(=O)c4cccc(C(=O)Nc5cccc(C(=O)c6ccc(*)cc6)c5)c4)c3)cc2)cc1,202.0,P372144,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",141.37,5.99
*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)c4)cc3)cc2)c1,214.0,P372145,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",158.34,5.74
*Oc1ccc(C(=O)c2cccc(NC(=O)CCCCCCCCC(=O)Nc3ccc(C(=O)c4ccc(*)cc4)cc3)c2)cc1,148.0,P372147,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",102.05,4.09
*Oc1ccc(C(=O)c2cccc(NC(=O)CCCCCCCCC(=O)Nc3cccc(C(=O)c4ccc(*)cc4)c3)c2)cc1,141.0,P372148,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",96.83,3.98
*Oc1ccc(Oc2ccc(C(=O)c3ccc(NC(=O)CCCCCCCCC(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,130.0,P372149,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",121.99,4.6
*Oc1ccc(Oc2ccc(C(=O)c3cccc(NC(=O)CCCCCCCCC(=O)Nc4cccc(C(=O)c5ccc(*)cc5)c4)c3)cc2)cc1,144.0,P372150,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",107.92,5.05
*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)CCCCCCCCC(=O)Nc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,143.0,P372151,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polyketones/thioketones",109.4,4.7
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,246.635,P372152,"Polyoxides/ethers/acetals, Polyketones/thioketones",131.13,5.39
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5cccc(C(C)(C)c6ccc(*)cc6)c5)cc4)cc3)c2)cc1,180.0,P372153,"Polyoxides/ethers/acetals, Polyamides/thioamides",154.45,6.13
*OP(=O)(Oc1ccccc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,142.0,P372154,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",89.61,3.65
*OP(=O)(Oc1ccc(C)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,128.0,P372155,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",102.78,3.95
*OP(=O)(Oc1ccc([N+](=O)[O-])cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,173.0,P372156,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",105.17,4.21
*OP(=O)(Oc1ccc(Br)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,162.0,P372157,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",108.34,4.05
*OP(=O)(Oc1ccc(OC)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,147.0,P372158,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",106.62,3.4
*OP(=O)(Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,100.5,P372159,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",90.46,3.83
*OP(=O)(Oc1ccc(C)cc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,66.0,P372160,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",94.81,3.06
*OP(=O)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,114.0,P372161,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",97.35,3.9
*OP(=O)(Oc1ccc(Br)cc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,89.0,P372162,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",85.67,3.29
*OP(=O)(Oc1ccc(OC)cc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,81.0,P372163,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",87.93,3.26
*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccccc3)cc2)cc1,49.0,P372164,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",84.27,3.08
*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccc(C)cc3)cc2)cc1,46.0,P372165,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",70.94,3.15
*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,56.0,P372166,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",83.39,2.74
*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccc(Br)cc3)cc2)cc1,59.0,P372167,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",76.35,3.26
*CCOc1ccc(S(=O)(=O)c2ccc(OCCOP(=O)(O*)Oc3ccc(OC)cc3)cc2)cc1,52.0,P372168,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",84.24,3.0
*Oc1ccc(C(=O)O)c(C(=O)Nc2ccc(NC(=O)c3cc(*)ccc3C(=O)O)cc2)c1,166.3,P372169,"Polyoxides/ethers/acetals, Polyamides/thioamides",90.22,4.01
*CCOCCOC(=O)O*,-27.0,P372170,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates",23.24,0.63
*Oc1ccc(C(=O)OCCOCCOCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,30.0,P372172,"Polyoxides/ethers/acetals, Polyesters/thioesters",77.5,2.61
*Oc1ccc(C(=O)OCCOCCOCCOCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,30.0,P372173,"Polyoxides/ethers/acetals, Polyesters/thioesters",68.54,2.69
*Oc1ccc(C2(c3ccc(Oc4nc(*)nc(OC)n4)cc3)CCCCC2)cc1,200.0,P372182,"Polyoxides/ethers/acetals, Polyimines",110.2,4.34
*Oc1ccc(OC(=O)c2ccc(OCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,105.5,P372194,"Polyoxides/ethers/acetals, Polyesters/thioesters",91.74,3.95
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,82.7,P372195,"Polyoxides/ethers/acetals, Polyesters/thioesters",93.86,3.45
*c1ccc(-c2nc3ccc(Oc4ccc(Oc5ccc(P(=O)(c6ccccc6)c6ccc(Oc7ccc(Oc8ccc9nc(*)c(-c%10ccccc%10)nc9c8)cc7)cc6)cc5)cc4)cc3nc2-c2ccccc2)cc1,248.0,P372196,"Polyoxides/ethers/acetals, Polyimines",231.47,10.91
*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8ccccc8nc7*)cc6)cc5)cc4)cc3)cc2)cc1,209.0,P372197,"Polyoxides/ethers/acetals, Polyimines",186.53,8.1
*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8ccc(-c9ccc%10nc(*)oc%10c9)cc8o7)cc6)cc5)cc4)cc3)cc2)cc1,223.0,P372198,"Polyoxides/ethers/acetals, Polyimines",246.04,10.01
*CCCCCCCCCCOc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(O*)cc4O)c(OC)c3)cc2OC)c(O)c1,72.0,P372199,"Polyoxides/ethers/acetals, Polyimines",96.93,3.62
*CCCCCOc1cccc(NC(=O)c2cccc(C(=O)Nc3cccc(O*)c3)c2)c1,131.5,P372200,"Polyoxides/ethers/acetals, Polyamides/thioamides",92.43,3.36
*CCCCCCCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O*)c3)cc2)c1,122.0,P372201,"Polyoxides/ethers/acetals, Polyamides/thioamides",75.4,3.08
*CCCCCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O*)cc3)c2)cc1,155.0,P372202,"Polyoxides/ethers/acetals, Polyamides/thioamides",89.8,3.6
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,34.0,P372204,"Polyoxides/ethers/acetals, Polyesters/thioesters",58.16,2.01
*CC(O)COC(=O)CCCCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,35.0,P372205,"Polyoxides/ethers/acetals, Polyesters/thioesters",55.1,1.75
*CC(O)COC(=O)CCCCCCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,30.0,P372206,"Polyoxides/ethers/acetals, Polyesters/thioesters",50.96,1.58
*CC(O)COC(=O)CCCCCCCCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,25.0,P372207,"Polyoxides/ethers/acetals, Polyesters/thioesters",44.6,1.64
*CC(O)COC(=O)C1CCC(C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)CC1,70.0,P372208,"Polyoxides/ethers/acetals, Polyesters/thioesters",66.17,2.2
*CC(O)COC(=O)C1CCC(C(=O)OCC(O)COc2ccc(C3(c4ccc(O*)cc4)c4ccccc4-c4ccccc43)cc2)CC1,110.0,P372209,"Polyoxides/ethers/acetals, Polyesters/thioesters",107.18,4.15
*CC(O)COC(=O)CCCCCCCCCCC(=O)OCC(O)COc1ccc(O*)cc1,10.0,P372210,"Polyoxides/ethers/acetals, Polyesters/thioesters",26.53,0.93
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O*)cc1,19.0,P372211,"Polyoxides/ethers/acetals, Polyesters/thioesters",33.74,1.2
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,181.0,P372212,"Polyoxides/ethers/acetals, Polyesters/thioesters",131.69,4.58
*OC(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)OC3COC4C(*)COC34)cc2)cc1,115.0,P372213,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polycarbonates/thiocarbonates",76.82,2.74
*OP(=O)(Oc1ccccc1)OC(CCl)COc1ccc(S(=O)(=O)c2ccc(OCC(*)CCl)cc2)cc1,48.0,P372214,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",80.45,3.1
*OP(=O)(Oc1ccc(Br)cc1)OC(CCl)COc1ccc(S(=O)(=O)c2ccc(OCC(*)CCl)cc2)cc1,58.0,P372215,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides",86.84,3.03
*OP(=O)(Oc1ccc(NC(=O)Oc2ccc(-c3ccc(OC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1)c1ccccc1,34.0,P372216,"Polyoxides/ethers/acetals, Polyurethanes/thiourethanes",127.4,4.56
*OP(=O)(Oc1ccc(NC(=O)OCCCCCCOC(=O)Nc2ccc(*)cc2)cc1)c1ccccc1,-3.0,P372217,"Polyoxides/ethers/acetals, Polyurethanes/thiourethanes",74.46,2.7
*OP(=O)(Oc1ccc(NC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1)c1ccccc1,34.0,P372218,"Polyoxides/ethers/acetals, Polyurethanes/thiourethanes",110.32,4.87
*Oc1ccc(NC(=O)c2cc(-c3ccc(C(=O)O)c(C(=O)Nc4ccc(*)cc4)c3)ccc2C(=O)O)cc1,184.4,P372223,"Polyoxides/ethers/acetals, Polyamides/thioamides",127.49,4.32
*c1nnc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(*)c6ccccc56)cc4)(C(F)(F)F)C(F)(F)F)cc3)c3ccccc23)o1,220.0,P372224,"Polyoxides/ethers/acetals, Polyimines",190.71,7.58
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,241.0,P372225,"Polyoxides/ethers/acetals, Polyimines",160.39,6.24
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(O)C(O)c4ccc(*)cc4)cc3)cc2)cc1,151.0,P372226,Polyoxides/ethers/acetals,100.16,4.61
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc(C(C)(C)C)c2)cc1,244.0,P372240,"Polyoxides/ethers/acetals, Polyamides/thioamides",127.31,5.64
*CCOP(=O)(/N=N/c1ccc(-c2ccc(/N=N/P(=O)(O*)OCC)cc2)cc1)OCC,43.0,P372241,"Polyoxides/ethers/acetals, Polyimines",55.5,2.01
*CCOP(=O)(/N=N/c1ccc(Oc2ccc(/N=N/P(=O)(O*)OCC)cc2)cc1)OCC,22.0,P372242,"Polyoxides/ethers/acetals, Polyimines",62.27,2.04
*CCOP(=O)(/N=N/c1ccc(C(=O)c2ccc(/N=N/P(=O)(O*)OCC)cc2)cc1)OCC,33.0,P372243,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",61.0,2.08
*CCCCCCOP(=O)(/N=N/c1ccc(-c2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,37.0,P372244,"Polyoxides/ethers/acetals, Polyimines",58.19,2.02
*CCCCCCOP(=O)(/N=N/c1ccc(Oc2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,25.0,P372245,"Polyoxides/ethers/acetals, Polyimines",60.51,2.1
*CCCCCCOP(=O)(/N=N/c1ccc(C(=O)c2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,31.0,P372246,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",51.93,2.05
*CCOCCOP(=O)(/N=N/c1ccc(-c2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,22.0,P372247,"Polyoxides/ethers/acetals, Polyimines",55.73,2.2
*CCOCCOP(=O)(/N=N/c1ccc(Oc2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,32.0,P372248,"Polyoxides/ethers/acetals, Polyimines",52.85,2.06
*CCOCCOP(=O)(/N=N/c1ccc(C(=O)c2ccc(/N=N/P(=O)(O*)OC)cc2)cc1)OC,33.0,P372249,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",57.01,2.09
*CC1CCC(COP(=O)(/N=N/c2ccc(-c3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)CC1,58.0,P372250,"Polyoxides/ethers/acetals, Polyimines",60.85,2.22
*CC1CCC(COP(=O)(/N=N/c2ccc(Oc3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)CC1,50.0,P372251,"Polyoxides/ethers/acetals, Polyimines",60.18,2.38
*CC1CCC(COP(=O)(/N=N/c2ccc(C(=O)c3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)CC1,52.0,P372252,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",65.48,2.39
*Cc1ccc(COP(=O)(/N=N/c2ccc(-c3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)cc1,48.0,P372253,"Polyoxides/ethers/acetals, Polyimines",87.75,3.29
*Cc1ccc(COP(=O)(/N=N/c2ccc(Oc3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)cc1,50.0,P372254,"Polyoxides/ethers/acetals, Polyimines",79.22,3.1
*Cc1ccc(COP(=O)(/N=N/c2ccc(C(=O)c3ccc(/N=N/P(=O)(O*)OC)cc3)cc2)OC)cc1,48.0,P372255,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones",73.88,2.91
*CCOCCOCCOCCOCCOCCOC(=O)c1cc(OCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc(C(=O)O*)c1,12.5,P372256,"Polyoxides/ethers/acetals, Polyesters/thioesters",53.98,2.06
*CCOCCOCCOCCOCCOCCOC(=O)c1cccc(C(=O)O*)c1,-23.5,P372257,"Polyoxides/ethers/acetals, Polyesters/thioesters",23.99,0.76
*Oc1c(C)cc(*)cc1C(C)CCCCC,60.0,P372261,Polyoxides/ethers/acetals,50.67,1.66
*Oc1c(C)cc(*)cc1C(C)CCCCCC,54.0,P372262,Polyoxides/ethers/acetals,50.18,1.79
*Oc1c(C)cc(*)cc1C(C)CCCCCCCC,20.0,P372263,Polyoxides/ethers/acetals,38.22,1.41
*Oc1c(C)cc(*)cc1C(C)CCCCCCCCCCCC,-10.0,P372264,Polyoxides/ethers/acetals,36.06,1.14
*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(C)(C)C,206.0,P372267,"Polyoxides/ethers/acetals, Polyketones/thioketones",115.24,4.39
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1-c1ccccc1,157.0,P372268,"Polyoxides/ethers/acetals, Polyketones/thioketones",105.64,4.9
*Oc1ccc(NC(=O)c2ccc(*)cc2)cc1,225.0,P372272,"Polyoxides/ethers/acetals, Polyamides/thioamides",92.61,3.84
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccccc5-c5ccccc5C(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,229.0,P372274,"Polyoxides/ethers/acetals, Polyketones/thioketones",191.55,7.7
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccccc5)c(-c5cc(*)ccc5C(=O)c5ccccc5)c4)cc3)c3ccccc3-c3ccccc32)cc1,215.0,P372275,Polyoxides/ethers/acetals,172.53,8.62
*Oc1ccc(C(=O)c2cccc(-c3cccc(C(=O)c4ccc(*)cc4)c3)c2)cc1,123.0,P372276,"Polyoxides/ethers/acetals, Polyketones/thioketones",110.53,4.72
*c1nnc(-c2sc(-c3nnc(-c4cc(OCCCCCCCC)c(*)cc4OCCCCCCCC)o3)cc2CCCCCCCC)o1,124.3,P372279,"Polyoxides/ethers/acetals, Polysulfides, Polyimines",78.05,3.85
